dsc_fonte,municipio_origem,cod_ibge_origem,uf_origem,municipio_destino,cod_ibge_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada,local
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,8,395,"90,0","0,2278",08/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,8,970,"270,0","0,2784",08/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,9,970,"260,0","0,268",09/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,9,1619,"290,0","0,1791",09/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,9,1292,"265,0","0,2051",09/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,9,954,"260,0","0,2725",09/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,9,395,"99,0","0,25",09/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,9,261,"85,0","0,3257",09/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,9,548,"135,0","0,2464",09/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,10,395,"89,0","0,2257",10/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,10,1619,"258,0","0,159",10/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,10,1292,"203,0","0,1569",10/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,10,548,"130,0","0,2372",10/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,10,261,"78,0","0,3001",10/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,10,954,"243,0","0,2551",10/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,10,970,"243,0","0,2509",10/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,11,1619,"240,0","0,1482",11/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,11,970,"233,0","0,2405",11/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,11,954,"233,0","0,2446",11/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,11,395,"85,0","0,2156",11/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,11,1292,"232,0","0,1793",11/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,11,261,"74,0","0,2829",11/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,11,548,"90,0","0,1642",11/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,12,1292,"218,0","0,1683",12/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,12,1619,"233,0","0,1441",12/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,12,548,"90,0","0,1642",12/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,12,261,"81,0","0,3113",12/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,12,395,"86,0","0,2184",12/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,12,970,"210,0","0,2165",12/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,12,954,"210,0","0,2201",12/2024,SP        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,UMARIZAL-RN                                       ,2414506,RN        ,2017,10,3212,"438,4","0,1365",10/2017,RN        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,NATAL-RN                                          ,2408102,RN        ,2017,10,3504,"477,6","0,1363",10/2017,RN        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,AÇU-RN                                            ,2400208,RN        ,2017,10,3364,"470,99","0,14",10/2017,RN        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,CAICÓ-RN                                          ,2402006,RN        ,2017,10,3278,"459,01","0,14",10/2017,RN        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,CAMPINA GRANDE-PB                                 ,2504009,PB        ,2017,10,3290,"457,5","0,1391",10/2017,PB        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,CACHOEIRO DE ITAPEMIRIM-ES                        ,3201209,ES        ,2017,11,2421,"395,99","0,1636",11/2017,ES        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,COLATINA-ES                                       ,3201506,ES        ,2017,11,2513,"378,57","0,1506",11/2017,ES        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,ARCOVERDE-PE                                      ,2601201,PE        ,2017,12,3559,"429,93","0,1208",12/2017,PE        
CONTRATO                        ,DIAMANTINO-MT                                     ,5103502,MT        ,SALGUEIRO-PE                                      ,2612208,PE        ,2018,3,3337,"480,86","0,1441",03/2018,PE        
