municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Abril,1847,"410,0","0,222"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Abril,2242,"440,0","0,1963"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Abril,1141,"240,0","0,2103"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Maio,1194,"250,0","0,2094"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Maio,2242,"440,0","0,1963"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Maio,1847,"430,0","0,2328"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Maio,1141,"250,0","0,2191"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Junho,1194,"260,0","0,2178"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Junho,1847,"450,0","0,2436"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Junho,1141,"260,0","0,2279"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Junho,2242,"450,0","0,2007"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Julho,1194,"260,0","0,2178"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Julho,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Julho,1141,"240,0","0,2103"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Julho,1847,"430,0","0,2328"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Setembro,2242,"420,0","0,1873"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Setembro,1847,"400,0","0,2166"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Setembro,1194,"270,0","0,2261"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Setembro,1141,"240,0","0,2103"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Outubro,2242,"390,0","0,174"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Outubro,1194,"240,0","0,201"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Outubro,1141,"210,0","0,184"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Outubro,1847,"390,0","0,2112"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Novembro,1141,"200,0","0,1753"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Novembro,1847,"380,0","0,2057"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Novembro,2242,"360,0","0,1606"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Novembro,1194,"210,0","0,1759"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Dezembro,1054,"200,0","0,1898"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Dezembro,1885,"350,0","0,1857"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Dezembro,963,"195,0","0,2025"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Dezembro,1723,"380,0","0,2205"
QUILOMBO-SC                                       ,SC        ,ERECHIM-RS                                        ,RS        ,2024,Junho,160,"77,68","0,4855"
RECIFE-PE                                         ,PE        ,PETROLINA-PE                                      ,PE        ,2017,Novembro,730,"143,73","0,1969"
RECIFE-PE                                         ,PE        ,SALGUEIRO-PE                                      ,PE        ,2017,Novembro,546,"111,31","0,2039"
RIO VERDE-GO                                      ,GO        ,UBERABA-MG                                        ,MG        ,2021,Maio,445,"81,0","0,182"
RIO VERDE-GO                                      ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Maio,1642,"218,0","0,1267"
RIO VERDE-GO                                      ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Maio,1262,"182,0","0,1442"
RIO VERDE-GO                                      ,GO        ,SANTOS-SP                                         ,SP        ,2021,Maio,977,"208,0","0,2129"
RIO VERDE-GO                                      ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Maio,177,"61,0","0,3446"
RIO VERDE-GO                                      ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Maio,333,"80,4","0,2414"
RIO VERDE-GO                                      ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Maio,993,"208,0","0,2095"
RIO VERDE-GO                                      ,GO        ,SANTOS-SP                                         ,SP        ,2021,Junho,977,"185,0","0,1894"
RIO VERDE-GO                                      ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Junho,1262,"180,83","0,1433"
RIO VERDE-GO                                      ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Junho,1642,"204,17","0,1127"
RIO VERDE-GO                                      ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Junho,177,"56,67","0,3202"
RIO VERDE-GO                                      ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Junho,993,"185,0","0,1863"
RIO VERDE-GO                                      ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Junho,333,"78,67","0,2362"
RIO VERDE-GO                                      ,GO        ,UBERABA-MG                                        ,MG        ,2021,Junho,445,"78,67","0,1768"
RIO VERDE-GO                                      ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Julho,177,"66,83","0,3776"
RIO VERDE-GO                                      ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Julho,1642,"281,17","0,1242"
RIO VERDE-GO                                      ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Julho,1262,"206,17","0,1634"
RIO VERDE-GO                                      ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Julho,333,"98,0","0,2943"
RIO VERDE-GO                                      ,GO        ,UBERABA-MG                                        ,MG        ,2021,Julho,445,"104,33","0,2344"
RIO VERDE-GO                                      ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Julho,993,"204,0","0,2054"
RIO VERDE-GO                                      ,GO        ,SANTOS-SP                                         ,SP        ,2021,Julho,977,"203,5","0,2083"
RIO VERDE-GO                                      ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Agosto,1262,"170,83","0,1354"
RIO VERDE-GO                                      ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Agosto,1642,"189,17","0,1035"
RIO VERDE-GO                                      ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Agosto,333,"77,5","0,2327"
RIO VERDE-GO                                      ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Agosto,993,"170,0","0,1712"
RIO VERDE-GO                                      ,GO        ,SANTOS-SP                                         ,SP        ,2021,Agosto,977,"170,0","0,174"
RIO VERDE-GO                                      ,GO        ,UBERABA-MG                                        ,MG        ,2021,Agosto,445,"77,5","0,1742"
RIO VERDE-GO                                      ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Agosto,177,"53,33","0,3013"
RIO VERDE-GO                                      ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Setembro,1642,"200,83","0,1039"
RIO VERDE-GO                                      ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Setembro,333,"73,67","0,2212"
RIO VERDE-GO                                      ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Setembro,177,"53,0","0,2994"
RIO VERDE-GO                                      ,GO        ,SANTOS-SP                                         ,SP        ,2021,Setembro,977,"170,67","0,1747"
RIO VERDE-GO                                      ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Setembro,1262,"161,33","0,1278"
RIO VERDE-GO                                      ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Setembro,993,"170,67","0,1719"
