municipio_origem,municipio_destino,ano,mes,uf_origem,uf_destino,soma_frete_tonelada,soma_tonelada_km,repeticoes,media_frete_tonelada,media_tonelada_km,distancia_km,data_padronizada
CATALÃO,GUARUJÁ,2024,Junho,GO        ,SP        ,"265,0","0,3367",1,"265,0","0,3367","787,0",06/2024
CATALÃO,GUARUJÁ,2024,Maio,GO        ,SP        ,"269,0","0,3415",1,"269,0","0,3415","787,0",05/2024
CATALÃO,GUARUJÁ,2024,Março,GO        ,SP        ,"224,0","0,2843",1,"224,0","0,2843","787,0",03/2024
CATALÃO,GUARUJÁ,2024,Novembro,GO        ,SP        ,"183,0","0,233",1,"183,0","0,233","787,0",11/2024
CATALÃO,GUARUJÁ,2024,Outubro,GO        ,SP        ,"217,0","0,2753",1,"217,0","0,2753","787,0",10/2024
CATALÃO,GUARUJÁ,2024,Setembro,GO        ,SP        ,"230,0","0,2922",1,"230,0","0,2922","787,0",09/2024
CATALÃO,IMBITUBA,2021,Agosto,GO        ,SC        ,"202,5","0,141",1,"202,5","0,141","1436,0",08/2021
CATALÃO,IMBITUBA,2021,Dezembro,GO        ,SC        ,"220,0","0,1532",1,"220,0","0,1532","1436,0",12/2021
CATALÃO,IMBITUBA,2021,Julho,GO        ,SC        ,"225,0","0,1567",1,"225,0","0,1567","1436,0",07/2021
CATALÃO,IMBITUBA,2021,Junho,GO        ,SC        ,"248,0","0,1727",1,"248,0","0,1727","1436,0",06/2021
CATALÃO,IMBITUBA,2021,Maio,GO        ,SC        ,"235,8","0,1642",1,"235,8","0,1642","1436,0",05/2021
CATALÃO,IMBITUBA,2021,Novembro,GO        ,SC        ,"216,25","0,1506",1,"216,25","0,1506","1436,0",11/2021
CATALÃO,IMBITUBA,2021,Outubro,GO        ,SC        ,"193,75","0,1349",1,"193,75","0,1349","1436,0",10/2021
CATALÃO,IMBITUBA,2021,Setembro,GO        ,SC        ,"217,0","0,1511",1,"217,0","0,1511","1436,0",09/2021
CATALÃO,IMBITUBA,2022,Abril,GO        ,SC        ,"348,33","0,2426",1,"348,33","0,2426","1436,0",04/2022
CATALÃO,IMBITUBA,2022,Agosto,GO        ,SC        ,"381,67","0,2658",1,"381,67","0,2658","1436,0",08/2022
CATALÃO,IMBITUBA,2022,Fevereiro,GO        ,SC        ,"285,0","0,1985",1,"285,0","0,1985","1436,0",02/2022
CATALÃO,IMBITUBA,2022,Janeiro,GO        ,SC        ,"210,0","0,1462",1,"210,0","0,1462","1436,0",01/2022
CATALÃO,IMBITUBA,2022,Julho,GO        ,SC        ,"386,25","0,269",1,"386,25","0,269","1436,0",07/2022
CATALÃO,IMBITUBA,2022,Junho,GO        ,SC        ,"341,67","0,2379",1,"341,67","0,2379","1436,0",06/2022
CATALÃO,IMBITUBA,2022,Maio,GO        ,SC        ,"309,17","0,2153",1,"309,17","0,2153","1436,0",05/2022
CATALÃO,IMBITUBA,2022,Março,GO        ,SC        ,"321,67","0,224",1,"321,67","0,224","1436,0",03/2022
CATALÃO,IMBITUBA,2022,Setembro,GO        ,SC        ,"290,0","0,2019",1,"290,0","0,2019","1436,0",09/2022
CATALÃO,IMBITUBA,2023,Agosto,GO        ,SC        ,"380,0","0,2646",1,"380,0","0,2646","1436,0",08/2023
CATALÃO,IMBITUBA,2023,Dezembro,GO        ,SC        ,"336,25","0,2342",1,"336,25","0,2342","1436,0",12/2023
CATALÃO,IMBITUBA,2023,Novembro,GO        ,SC        ,"353,33","0,2461",1,"353,33","0,2461","1436,0",11/2023
CATALÃO,IMBITUBA,2023,Outubro,GO        ,SC        ,"390,0","0,2716",1,"390,0","0,2716","1436,0",10/2023
CATALÃO,IMBITUBA,2023,Setembro,GO        ,SC        ,"390,0","0,2716",1,"390,0","0,2716","1436,0",09/2023
CATALÃO,IMBITUBA,2024,Abril,GO        ,SC        ,"252,0","0,1753",1,"252,0","0,1753","1436,0",04/2024
CATALÃO,IMBITUBA,2024,Agosto,GO        ,SC        ,"310,0","0,2156",1,"310,0","0,2156","1436,0",08/2024
CATALÃO,IMBITUBA,2024,Dezembro,GO        ,SC        ,"225,0","0,1567",1,"225,0","0,1567","1436,0",12/2024
CATALÃO,IMBITUBA,2024,Fevereiro,GO        ,SC        ,"263,0","0,1834",1,"263,0","0,1834","1436,0",02/2024
CATALÃO,IMBITUBA,2024,Janeiro,GO        ,SC        ,"300,0","0,2089",1,"300,0","0,2089","1436,0",01/2024
CATALÃO,IMBITUBA,2024,Julho,GO        ,SC        ,"337,0","0,2344",1,"337,0","0,2344","1436,0",07/2024
CATALÃO,IMBITUBA,2024,Junho,GO        ,SC        ,"333,0","0,2321",1,"333,0","0,2321","1436,0",06/2024
CATALÃO,IMBITUBA,2024,Maio,GO        ,SC        ,"297,0","0,2066",1,"297,0","0,2066","1436,0",05/2024
CATALÃO,IMBITUBA,2024,Março,GO        ,SC        ,"260,0","0,1811",1,"260,0","0,1811","1436,0",03/2024
CATALÃO,IMBITUBA,2024,Novembro,GO        ,SC        ,"202,0","0,1404",1,"202,0","0,1404","1436,0",11/2024
CATALÃO,IMBITUBA,2024,Outubro,GO        ,SC        ,"252,0","0,1753",1,"252,0","0,1753","1436,0",10/2024
CATALÃO,IMBITUBA,2024,Setembro,GO        ,SC        ,"273,0","0,1903",1,"273,0","0,1903","1436,0",09/2024
CATALÃO,PARANAGUÁ,2021,Agosto,GO        ,PR        ,"182,5","0,1646",1,"182,5","0,1646","1109,0",08/2021
CATALÃO,PARANAGUÁ,2021,Dezembro,GO        ,PR        ,"203,0","0,183",1,"203,0","0,183","1109,0",12/2021
CATALÃO,PARANAGUÁ,2021,Julho,GO        ,PR        ,"202,0","0,1821",1,"202,0","0,1821","1109,0",07/2021
CATALÃO,PARANAGUÁ,2021,Junho,GO        ,PR        ,"226,0","0,2038",1,"226,0","0,2038","1109,0",06/2021
CATALÃO,PARANAGUÁ,2021,Maio,GO        ,PR        ,"227,8","0,2054",1,"227,8","0,2054","1109,0",05/2021
CATALÃO,PARANAGUÁ,2021,Novembro,GO        ,PR        ,"183,75","0,1657",1,"183,75","0,1657","1109,0",11/2021
CATALÃO,PARANAGUÁ,2021,Outubro,GO        ,PR        ,"182,5","0,1646",1,"182,5","0,1646","1109,0",10/2021
CATALÃO,PARANAGUÁ,2021,Setembro,GO        ,PR        ,"206,0","0,1858",1,"206,0","0,1858","1109,0",09/2021
CATALÃO,PARANAGUÁ,2022,Abril,GO        ,PR        ,"303,67","0,2738",1,"303,67","0,2738","1109,0",04/2022
CATALÃO,PARANAGUÁ,2022,Agosto,GO        ,PR        ,"335,0","0,3021",1,"335,0","0,3021","1109,0",08/2022
CATALÃO,PARANAGUÁ,2022,Dezembro,GO        ,PR        ,"286,0","0,2579",1,"286,0","0,2579","1109,0",12/2022
CATALÃO,PARANAGUÁ,2022,Fevereiro,GO        ,PR        ,"263,75","0,2378",1,"263,75","0,2378","1109,0",02/2022
CATALÃO,PARANAGUÁ,2022,Janeiro,GO        ,PR        ,"197,5","0,1781",1,"197,5","0,1781","1109,0",01/2022
CATALÃO,PARANAGUÁ,2022,Julho,GO        ,PR        ,"370,25","0,3339",1,"370,25","0,3339","1109,0",07/2022
CATALÃO,PARANAGUÁ,2022,Junho,GO        ,PR        ,"316,67","0,2855",1,"316,67","0,2855","1109,0",06/2022
CATALÃO,PARANAGUÁ,2022,Maio,GO        ,PR        ,"300,83","0,2713",1,"300,83","0,2713","1109,0",05/2022
CATALÃO,PARANAGUÁ,2022,Março,GO        ,PR        ,"308,33","0,278",1,"308,33","0,278","1109,0",03/2022
CATALÃO,PARANAGUÁ,2022,Novembro,GO        ,PR        ,"288,0","0,2597",1,"288,0","0,2597","1109,0",11/2022
CATALÃO,PARANAGUÁ,2022,Outubro,GO        ,PR        ,"298,0","0,2687",1,"298,0","0,2687","1109,0",10/2022
CATALÃO,PARANAGUÁ,2022,Setembro,GO        ,PR        ,"286,0","0,2579",1,"286,0","0,2579","1109,0",09/2022
CATALÃO,PARANAGUÁ,2023,Abril,GO        ,PR        ,"293,0","0,2642",1,"293,0","0,2642","1109,0",04/2023
CATALÃO,PARANAGUÁ,2023,Agosto,GO        ,PR        ,"320,0","0,2885",1,"320,0","0,2885","1109,0",08/2023
CATALÃO,PARANAGUÁ,2023,Dezembro,GO        ,PR        ,"291,67","0,263",1,"291,67","0,263","1109,0",12/2023
CATALÃO,PARANAGUÁ,2023,Fevereiro,GO        ,PR        ,"295,6","0,2665",1,"295,6","0,2665","1109,0",02/2023
CATALÃO,PARANAGUÁ,2023,Janeiro,GO        ,PR        ,"262,5","0,2367",1,"262,5","0,2367","1109,0",01/2023
CATALÃO,PARANAGUÁ,2023,Julho,GO        ,PR        ,"340,0","0,3066",1,"340,0","0,3066","1109,0",07/2023
CATALÃO,PARANAGUÁ,2023,Maio,GO        ,PR        ,"304,0","0,9354",1,"304,0","0,9354","325,0",05/2023
CATALÃO,PARANAGUÁ,2023,Março,GO        ,PR        ,"304,0","0,2741",1,"304,0","0,2741","1109,0",03/2023
CATALÃO,PARANAGUÁ,2023,Novembro,GO        ,PR        ,"305,0","0,275",1,"305,0","0,275","1109,0",11/2023
CATALÃO,PARANAGUÁ,2023,Outubro,GO        ,PR        ,"323,33","0,2916",1,"323,33","0,2916","1109,0",10/2023
CATALÃO,PARANAGUÁ,2023,Setembro,GO        ,PR        ,"320,0","0,2885",1,"320,0","0,2885","1109,0",09/2023
CATALÃO,PARANAGUÁ,2024,Abril,GO        ,PR        ,"235,0","0,2119",1,"235,0","0,2119","1109,0",04/2024
CATALÃO,PARANAGUÁ,2024,Agosto,GO        ,PR        ,"274,0","0,2466",1,"274,0","0,2466","1109,0",08/2024
CATALÃO,PARANAGUÁ,2024,Dezembro,GO        ,PR        ,"193,0","0,1743",1,"193,0","0,1743","1109,0",12/2024
CATALÃO,PARANAGUÁ,2024,Fevereiro,GO        ,PR        ,"240,0","0,2164",1,"240,0","0,2164","1109,0",02/2024
CATALÃO,PARANAGUÁ,2024,Janeiro,GO        ,PR        ,"245,0","0,2209",1,"245,0","0,2209","1109,0",01/2024
CATALÃO,PARANAGUÁ,2024,Julho,GO        ,PR        ,"303,0","0,2728",1,"303,0","0,2728","1109,0",07/2024
CATALÃO,PARANAGUÁ,2024,Junho,GO        ,PR        ,"293,0","0,2638",1,"293,0","0,2638","1109,0",06/2024
CATALÃO,PARANAGUÁ,2024,Maio,GO        ,PR        ,"270,0","0,2435",1,"270,0","0,2435","1109,0",05/2024
CATALÃO,PARANAGUÁ,2024,Março,GO        ,PR        ,"238,0","0,2142",1,"238,0","0,2142","1109,0",03/2024
CATALÃO,PARANAGUÁ,2024,Novembro,GO        ,PR        ,"190,0","0,1713",1,"190,0","0,1713","1109,0",11/2024
CATALÃO,PARANAGUÁ,2024,Outubro,GO        ,PR        ,"233,0","0,2104",1,"233,0","0,2104","1109,0",10/2024
CATALÃO,PARANAGUÁ,2024,Setembro,GO        ,PR        ,"237,0","0,2134",1,"237,0","0,2134","1109,0",09/2024
CATALÃO,SANTOS,2021,Agosto,GO        ,SP        ,"164,17","0,2129",1,"164,17","0,2129","771,0",08/2021
CATALÃO,SANTOS,2021,Dezembro,GO        ,SP        ,"189,0","0,2451",1,"189,0","0,2451","771,0",12/2021
CATALÃO,SANTOS,2021,Julho,GO        ,SP        ,"192,0","0,249",1,"192,0","0,249","771,0",07/2021
CATALÃO,SANTOS,2021,Junho,GO        ,SP        ,"192,4","0,2495",1,"192,4","0,2495","771,0",06/2021
CATALÃO,SANTOS,2021,Maio,GO        ,SP        ,"221,8","0,2877",1,"221,8","0,2877","771,0",05/2021
CATALÃO,SANTOS,2021,Novembro,GO        ,SP        ,"170,0","0,2205",1,"170,0","0,2205","771,0",11/2021
CATALÃO,SANTOS,2021,Outubro,GO        ,SP        ,"175,0","0,227",1,"175,0","0,227","771,0",10/2021
CATALÃO,SANTOS,2021,Setembro,GO        ,SP        ,"195,0","0,2529",1,"195,0","0,2529","771,0",09/2021
CATALÃO,SANTOS,2022,Abril,GO        ,SP        ,"291,67","0,3783",1,"291,67","0,3783","771,0",04/2022
CATALÃO,SANTOS,2022,Agosto,GO        ,SP        ,"302,5","0,3923",1,"302,5","0,3923","771,0",08/2022
CATALÃO,SANTOS,2022,Dezembro,GO        ,SP        ,"272,0","0,3528",1,"272,0","0,3528","771,0",12/2022
CATALÃO,SANTOS,2022,Fevereiro,GO        ,SP        ,"246,25","0,3194",1,"246,25","0,3194","771,0",02/2022
CATALÃO,SANTOS,2022,Janeiro,GO        ,SP        ,"200,0","0,2594",1,"200,0","0,2594","771,0",01/2022
CATALÃO,SANTOS,2022,Julho,GO        ,SP        ,"307,5","0,3988",1,"307,5","0,3988","771,0",07/2022
CATALÃO,SANTOS,2022,Junho,GO        ,SP        ,"330,83","0,4291",1,"330,83","0,4291","771,0",06/2022
CATALÃO,SANTOS,2022,Maio,GO        ,SP        ,"301,67","0,3913",1,"301,67","0,3913","771,0",05/2022
CATALÃO,SANTOS,2022,Março,GO        ,SP        ,"300,0","0,3891",1,"300,0","0,3891","771,0",03/2022
CATALÃO,SANTOS,2022,Novembro,GO        ,SP        ,"268,0","0,3476",1,"268,0","0,3476","771,0",11/2022
CATALÃO,SANTOS,2022,Outubro,GO        ,SP        ,"268,0","0,3476",1,"268,0","0,3476","771,0",10/2022
CATALÃO,SANTOS,2022,Setembro,GO        ,SP        ,"248,0","0,3217",1,"248,0","0,3217","771,0",09/2022
CATALÃO,SANTOS,2023,Abril,GO        ,SP        ,"280,0","0,3632",1,"280,0","0,3632","771,0",04/2023
CATALÃO,SANTOS,2023,Agosto,GO        ,SP        ,"293,75","0,381",1,"293,75","0,381","771,0",08/2023
CATALÃO,SANTOS,2023,Dezembro,GO        ,SP        ,"261,67","0,3394",1,"261,67","0,3394","771,0",12/2023
CATALÃO,SANTOS,2023,Fevereiro,GO        ,SP        ,"287,4","0,3728",1,"287,4","0,3728","771,0",02/2023
CATALÃO,SANTOS,2023,Janeiro,GO        ,SP        ,"260,0","0,3372",1,"260,0","0,3372","771,0",01/2023
CATALÃO,SANTOS,2023,Julho,GO        ,SP        ,"320,0","0,415",1,"320,0","0,415","771,0",07/2023
CATALÃO,SANTOS,2023,Junho,GO        ,SP        ,"285,0","0,9344",1,"285,0","0,9344","305,0",06/2023
CATALÃO,SANTOS,2023,Maio,GO        ,SP        ,"295,0","0,9672",1,"295,0","0,9672","305,0",05/2023
CATALÃO,SANTOS,2023,Março,GO        ,SP        ,"295,0","0,3826",1,"295,0","0,3826","771,0",03/2023
CATALÃO,SANTOS,2023,Novembro,GO        ,SP        ,"268,75","0,3486",1,"268,75","0,3486","771,0",11/2023
CATALÃO,SANTOS,2023,Outubro,GO        ,SP        ,"263,33","0,3415",1,"263,33","0,3415","771,0",10/2023
CATALÃO,SANTOS,2023,Setembro,GO        ,SP        ,"303,33","0,3934",1,"303,33","0,3934","771,0",09/2023
CATALÃO,SANTOS,2024,Abril,GO        ,SP        ,"223,0","0,2886",1,"223,0","0,2886","771,0",04/2024
CATALÃO,SANTOS,2024,Agosto,GO        ,SP        ,"250,0","0,3243",1,"250,0","0,3243","771,0",08/2024
CATALÃO,SANTOS,2024,Dezembro,GO        ,SP        ,"177,0","0,2291",1,"177,0","0,2291","771,0",12/2024
CATALÃO,SANTOS,2024,Fevereiro,GO        ,SP        ,"224,0","0,2902",1,"224,0","0,2902","771,0",02/2024
CATALÃO,SANTOS,2024,Janeiro,GO        ,SP        ,"220,0","0,2853",1,"220,0","0,2853","771,0",01/2024
CATALÃO,SANTOS,2024,Julho,GO        ,SP        ,"275,0","0,3567",1,"275,0","0,3567","771,0",07/2024
CATALÃO,SANTOS,2024,Junho,GO        ,SP        ,"265,0","0,3437",1,"265,0","0,3437","771,0",06/2024
CATALÃO,SANTOS,2024,Maio,GO        ,SP        ,"269,0","0,3486",1,"269,0","0,3486","771,0",05/2024
CATALÃO,SANTOS,2024,Março,GO        ,SP        ,"224,0","0,2902",1,"224,0","0,2902","771,0",03/2024
CATALÃO,SANTOS,2024,Novembro,GO        ,SP        ,"183,0","0,2378",1,"183,0","0,2378","771,0",11/2024
CATALÃO,SANTOS,2024,Outubro,GO        ,SP        ,"217,0","0,281",1,"217,0","0,281","771,0",10/2024
CATALÃO,SANTOS,2024,Setembro,GO        ,SP        ,"230,0","0,2983",1,"230,0","0,2983","771,0",09/2024
CATALÃO,SÃO SIMÃO,2021,Agosto,GO        ,GO        ,"94,67","0,2594",1,"94,67","0,2594","365,0",08/2021
CATALÃO,SÃO SIMÃO,2021,Dezembro,GO        ,GO        ,"100,0","0,274",1,"100,0","0,274","365,0",12/2021
CATALÃO,SÃO SIMÃO,2021,Julho,GO        ,GO        ,"110,0","0,3014",1,"110,0","0,3014","365,0",07/2021
CATALÃO,SÃO SIMÃO,2021,Junho,GO        ,GO        ,"95,2","0,2608",1,"95,2","0,2608","365,0",06/2021
CATALÃO,SÃO SIMÃO,2021,Maio,GO        ,GO        ,"98,0","0,2685",1,"98,0","0,2685","365,0",05/2021
CATALÃO,SÃO SIMÃO,2021,Novembro,GO        ,GO        ,"132,5","0,363",1,"132,5","0,363","365,0",11/2021
CATALÃO,SÃO SIMÃO,2021,Outubro,GO        ,GO        ,"113,75","0,3116",1,"113,75","0,3116","365,0",10/2021
CATALÃO,SÃO SIMÃO,2021,Setembro,GO        ,GO        ,"106,5","0,2918",1,"106,5","0,2918","365,0",09/2021
CATALÃO,SÃO SIMÃO,2022,Abril,GO        ,GO        ,"162,67","0,4457",1,"162,67","0,4457","365,0",04/2022
CATALÃO,SÃO SIMÃO,2022,Agosto,GO        ,GO        ,"200,0","0,5479",1,"200,0","0,5479","365,0",08/2022
CATALÃO,SÃO SIMÃO,2022,Dezembro,GO        ,GO        ,"180,0","0,4932",1,"180,0","0,4932","365,0",12/2022
CATALÃO,SÃO SIMÃO,2022,Fevereiro,GO        ,GO        ,"146,25","0,4007",1,"146,25","0,4007","365,0",02/2022
CATALÃO,SÃO SIMÃO,2022,Janeiro,GO        ,GO        ,"93,75","0,2568",1,"93,75","0,2568","365,0",01/2022
CATALÃO,SÃO SIMÃO,2022,Julho,GO        ,GO        ,"175,0","0,4795",1,"175,0","0,4795","365,0",07/2022
CATALÃO,SÃO SIMÃO,2022,Junho,GO        ,GO        ,"155,83","0,4269",1,"155,83","0,4269","365,0",06/2022
CATALÃO,SÃO SIMÃO,2022,Maio,GO        ,GO        ,"135,83","0,3721",1,"135,83","0,3721","365,0",05/2022
CATALÃO,SÃO SIMÃO,2022,Março,GO        ,GO        ,"183,33","0,5023",1,"183,33","0,5023","365,0",03/2022
CATALÃO,SÃO SIMÃO,2022,Novembro,GO        ,GO        ,"162,5","0,4452",1,"162,5","0,4452","365,0",11/2022
CATALÃO,SÃO SIMÃO,2022,Outubro,GO        ,GO        ,"172,5","0,4726",1,"172,5","0,4726","365,0",10/2022
CATALÃO,SÃO SIMÃO,2022,Setembro,GO        ,GO        ,"210,0","0,5753",1,"210,0","0,5753","365,0",09/2022
CATALÃO,SÃO SIMÃO,2023,Abril,GO        ,GO        ,"123,0","0,337",1,"123,0","0,337","365,0",04/2023
CATALÃO,SÃO SIMÃO,2023,Agosto,GO        ,GO        ,"132,5","0,363",1,"132,5","0,363","365,0",08/2023
CATALÃO,SÃO SIMÃO,2023,Dezembro,GO        ,GO        ,"120,0","0,3288",1,"120,0","0,3288","365,0",12/2023
CATALÃO,SÃO SIMÃO,2023,Fevereiro,GO        ,GO        ,"154,66","0,4237",1,"154,66","0,4237","365,0",02/2023
CATALÃO,SÃO SIMÃO,2023,Janeiro,GO        ,GO        ,"158,75","0,4349",1,"158,75","0,4349","365,0",01/2023
CATALÃO,SÃO SIMÃO,2023,Julho,GO        ,GO        ,"130,0","0,3562",1,"130,0","0,3562","365,0",07/2023
CATALÃO,SÃO SIMÃO,2023,Junho,GO        ,GO        ,"141,25","1,1453",1,"141,25","1,1453","123,0",06/2023
CATALÃO,SÃO SIMÃO,2023,Maio,GO        ,GO        ,"156,67","1,2703",1,"156,67","1,2703","123,0",05/2023
CATALÃO,SÃO SIMÃO,2023,Março,GO        ,GO        ,"156,67","0,4292",1,"156,67","0,4292","365,0",03/2023
CATALÃO,SÃO SIMÃO,2023,Novembro,GO        ,GO        ,"120,0","0,3288",1,"120,0","0,3288","365,0",11/2023
CATALÃO,SÃO SIMÃO,2023,Outubro,GO        ,GO        ,"123,33","0,3379",1,"123,33","0,3379","365,0",10/2023
CATALÃO,SÃO SIMÃO,2023,Setembro,GO        ,GO        ,"140,0","0,3836",1,"140,0","0,3836","365,0",09/2023
CATALÃO,SÃO SIMÃO,2024,Abril,GO        ,GO        ,"100,0","0,274",1,"100,0","0,274","365,0",04/2024
CATALÃO,SÃO SIMÃO,2024,Agosto,GO        ,GO        ,"145,0","0,3973",1,"145,0","0,3973","365,0",08/2024
CATALÃO,SÃO SIMÃO,2024,Dezembro,GO        ,GO        ,"123,0","0,3379",1,"123,0","0,3379","365,0",12/2024
CATALÃO,SÃO SIMÃO,2024,Fevereiro,GO        ,GO        ,"105,0","0,2877",1,"105,0","0,2877","365,0",02/2024
CATALÃO,SÃO SIMÃO,2024,Janeiro,GO        ,GO        ,"117,0","0,3196",1,"117,0","0,3196","365,0",01/2024
CATALÃO,SÃO SIMÃO,2024,Julho,GO        ,GO        ,"150,0","0,411",1,"150,0","0,411","365,0",07/2024
CATALÃO,SÃO SIMÃO,2024,Junho,GO        ,GO        ,"133,0","0,363",1,"133,0","0,363","365,0",06/2024
CATALÃO,SÃO SIMÃO,2024,Maio,GO        ,GO        ,"110,0","0,3014",1,"110,0","0,3014","365,0",05/2024
CATALÃO,SÃO SIMÃO,2024,Março,GO        ,GO        ,"105,0","0,2877",1,"105,0","0,2877","365,0",03/2024
CATALÃO,SÃO SIMÃO,2024,Novembro,GO        ,GO        ,"93,0","0,2539",1,"93,0","0,2539","365,0",11/2024
CATALÃO,SÃO SIMÃO,2024,Outubro,GO        ,GO        ,"113,0","0,3105",1,"113,0","0,3105","365,0",10/2024
CATALÃO,SÃO SIMÃO,2024,Setembro,GO        ,GO        ,"125,0","0,3425",1,"125,0","0,3425","365,0",09/2024
CATALÃO,UBERABA,2021,Agosto,GO        ,MG        ,"67,0","0,316",1,"67,0","0,316","212,0",08/2021
CATALÃO,UBERABA,2021,Dezembro,GO        ,MG        ,"74,0","0,3491",1,"74,0","0,3491","212,0",12/2021
CATALÃO,UBERABA,2021,Julho,GO        ,MG        ,"72,0","0,3396",1,"72,0","0,3396","212,0",07/2021
CATALÃO,UBERABA,2021,Junho,GO        ,MG        ,"64,8","0,3057",1,"64,8","0,3057","212,0",06/2021
CATALÃO,UBERABA,2021,Maio,GO        ,MG        ,"95,6","0,4509",1,"95,6","0,4509","212,0",05/2021
CATALÃO,UBERABA,2021,Novembro,GO        ,MG        ,"68,75","0,3243",1,"68,75","0,3243","212,0",11/2021
CATALÃO,UBERABA,2021,Outubro,GO        ,MG        ,"67,5","0,3184",1,"67,5","0,3184","212,0",10/2021
CATALÃO,UBERABA,2021,Setembro,GO        ,MG        ,"76,0","0,3585",1,"76,0","0,3585","212,0",09/2021
CATALÃO,UBERABA,2022,Abril,GO        ,MG        ,"123,33","0,5817",1,"123,33","0,5817","212,0",04/2022
CATALÃO,UBERABA,2022,Agosto,GO        ,MG        ,"117,5","0,5542",1,"117,5","0,5542","212,0",08/2022
CATALÃO,UBERABA,2022,Dezembro,GO        ,MG        ,"103,33","0,4874",1,"103,33","0,4874","212,0",12/2022
CATALÃO,UBERABA,2022,Fevereiro,GO        ,MG        ,"121,25","0,5719",1,"121,25","0,5719","212,0",02/2022
CATALÃO,UBERABA,2022,Janeiro,GO        ,MG        ,"97,5","0,4599",1,"97,5","0,4599","212,0",01/2022
CATALÃO,UBERABA,2022,Julho,GO        ,MG        ,"127,5","0,6014",1,"127,5","0,6014","212,0",07/2022
CATALÃO,UBERABA,2022,Junho,GO        ,MG        ,"124,17","0,5857",1,"124,17","0,5857","212,0",06/2022
CATALÃO,UBERABA,2022,Maio,GO        ,MG        ,"99,17","0,4678",1,"99,17","0,4678","212,0",05/2022
CATALÃO,UBERABA,2022,Março,GO        ,MG        ,"116,67","0,5503",1,"116,67","0,5503","212,0",03/2022
CATALÃO,UBERABA,2022,Novembro,GO        ,MG        ,"114,25","0,5389",1,"114,25","0,5389","212,0",11/2022
CATALÃO,UBERABA,2022,Outubro,GO        ,MG        ,"106,25","0,5012",1,"106,25","0,5012","212,0",10/2022
CATALÃO,UBERABA,2022,Setembro,GO        ,MG        ,"99,75","0,4705",1,"99,75","0,4705","212,0",09/2022
CATALÃO,UBERABA,2023,Abril,GO        ,MG        ,"82,2","0,3877",1,"82,2","0,3877","212,0",04/2023
CATALÃO,UBERABA,2023,Agosto,GO        ,MG        ,"110,0","0,5189",1,"110,0","0,5189","212,0",08/2023
CATALÃO,UBERABA,2023,Dezembro,GO        ,MG        ,"91,0","0,4292",1,"91,0","0,4292","212,0",12/2023
CATALÃO,UBERABA,2023,Fevereiro,GO        ,MG        ,"121,0","0,5708",1,"121,0","0,5708","212,0",02/2023
CATALÃO,UBERABA,2023,Janeiro,GO        ,MG        ,"97,5","0,4599",1,"97,5","0,4599","212,0",01/2023
CATALÃO,UBERABA,2023,Julho,GO        ,MG        ,"103,75","0,4894",1,"103,75","0,4894","212,0",07/2023
CATALÃO,UBERABA,2023,Junho,GO        ,MG        ,"93,75","1,0",1,"93,75","1,0","94,0",06/2023
CATALÃO,UBERABA,2023,Maio,GO        ,MG        ,"105,0","1,12",1,"105,0","1,12","94,0",05/2023
CATALÃO,UBERABA,2023,Março,GO        ,MG        ,"105,0","0,4953",1,"105,0","0,4953","212,0",03/2023
CATALÃO,UBERABA,2023,Novembro,GO        ,MG        ,"92,0","0,434",1,"92,0","0,434","212,0",11/2023
CATALÃO,UBERABA,2023,Outubro,GO        ,MG        ,"115,33","0,544",1,"115,33","0,544","212,0",10/2023
CATALÃO,UBERABA,2023,Setembro,GO        ,MG        ,"115,0","0,5425",1,"115,0","0,5425","212,0",09/2023
CATALÃO,UBERABA,2024,Abril,GO        ,MG        ,"71,0","0,3361",1,"71,0","0,3361","212,0",04/2024
CATALÃO,UBERABA,2024,Agosto,GO        ,MG        ,"80,0","0,3785",1,"80,0","0,3785","212,0",08/2024
CATALÃO,UBERABA,2024,Dezembro,GO        ,MG        ,"73,0","0,3428",1,"73,0","0,3428","212,0",12/2024
CATALÃO,UBERABA,2024,Fevereiro,GO        ,MG        ,"76,0","0,3597",1,"76,0","0,3597","212,0",02/2024
CATALÃO,UBERABA,2024,Janeiro,GO        ,MG        ,"66,0","0,3125",1,"66,0","0,3125","212,0",01/2024
CATALÃO,UBERABA,2024,Julho,GO        ,MG        ,"96,0","0,4505",1,"96,0","0,4505","212,0",07/2024
CATALÃO,UBERABA,2024,Junho,GO        ,MG        ,"83,0","0,3915",1,"83,0","0,3915","212,0",06/2024
CATALÃO,UBERABA,2024,Maio,GO        ,MG        ,"78,0","0,3691",1,"78,0","0,3691","212,0",05/2024
CATALÃO,UBERABA,2024,Março,GO        ,MG        ,"75,0","0,3538",1,"75,0","0,3538","212,0",03/2024
CATALÃO,UBERABA,2024,Novembro,GO        ,MG        ,"61,0","0,2862",1,"61,0","0,2862","212,0",11/2024
