municipio_origem,municipio_destino,ano,mes,uf_origem,uf_destino,soma_frete_tonelada,soma_tonelada_km,repeticoes,media_frete_tonelada,media_tonelada_km,distancia_km,data_padronizada
SORRISO,RONDONÓPOLIS,2022,Fevereiro,MT        ,MT        ,"170,0","0,2537",1,"170,0","0,2537","670,0",02/2022
SORRISO,RONDONÓPOLIS,2022,Janeiro,MT        ,MT        ,"170,0","0,2537",1,"170,0","0,2537","670,0",01/2022
SORRISO,RONDONÓPOLIS,2022,Julho,MT        ,MT        ,"205,0","0,306",1,"205,0","0,306","670,0",07/2022
SORRISO,RONDONÓPOLIS,2022,Junho,MT        ,MT        ,"205,0","0,306",1,"205,0","0,306","670,0",06/2022
SORRISO,RONDONÓPOLIS,2022,Maio,MT        ,MT        ,"175,0","0,2612",1,"175,0","0,2612","670,0",05/2022
SORRISO,RONDONÓPOLIS,2022,Março,MT        ,MT        ,"175,0","0,2612",1,"175,0","0,2612","670,0",03/2022
SORRISO,RONDONÓPOLIS,2022,Novembro,MT        ,MT        ,"150,0","0,2239",1,"150,0","0,2239","670,0",11/2022
SORRISO,RONDONÓPOLIS,2022,Outubro,MT        ,MT        ,"160,0","0,2388",1,"160,0","0,2388","670,0",10/2022
SORRISO,RONDONÓPOLIS,2022,Setembro,MT        ,MT        ,"150,0","0,2239",1,"150,0","0,2239","670,0",09/2022
SORRISO,RONDONÓPOLIS,2023,Abril,MT        ,MT        ,"175,0","0,2612",1,"175,0","0,2612","670,0",04/2023
SORRISO,RONDONÓPOLIS,2023,Agosto,MT        ,MT        ,"210,0","0,3134",1,"210,0","0,3134","670,0",08/2023
SORRISO,RONDONÓPOLIS,2023,Dezembro,MT        ,MT        ,"175,0","0,2612",1,"175,0","0,2612","670,0",12/2023
SORRISO,RONDONÓPOLIS,2023,Fevereiro,MT        ,MT        ,"210,0","0,3134",1,"210,0","0,3134","670,0",02/2023
SORRISO,RONDONÓPOLIS,2023,Janeiro,MT        ,MT        ,"210,0","0,3134",1,"210,0","0,3134","670,0",01/2023
SORRISO,RONDONÓPOLIS,2023,Julho,MT        ,MT        ,"215,0","0,3209",1,"215,0","0,3209","670,0",07/2023
SORRISO,RONDONÓPOLIS,2023,Junho,MT        ,MT        ,"200,0","0,2985",1,"200,0","0,2985","670,0",06/2023
SORRISO,RONDONÓPOLIS,2023,Maio,MT        ,MT        ,"180,0","0,2687",1,"180,0","0,2687","670,0",05/2023
SORRISO,RONDONÓPOLIS,2023,Março,MT        ,MT        ,"180,0","0,2687",1,"180,0","0,2687","670,0",03/2023
SORRISO,RONDONÓPOLIS,2023,Novembro,MT        ,MT        ,"180,0","0,2687",1,"180,0","0,2687","670,0",11/2023
SORRISO,RONDONÓPOLIS,2023,Outubro,MT        ,MT        ,"190,0","0,2836",1,"190,0","0,2836","670,0",10/2023
SORRISO,RONDONÓPOLIS,2023,Setembro,MT        ,MT        ,"200,0","0,2985",1,"200,0","0,2985","670,0",09/2023
SORRISO,RONDONÓPOLIS,2024,Abril,MT        ,MT        ,"160,0","0,2388",1,"160,0","0,2388","670,0",04/2024
SORRISO,RONDONÓPOLIS,2024,Dezembro,MT        ,MT        ,"140,0","0,2431",1,"140,0","0,2431","576,0",12/2024
SORRISO,RONDONÓPOLIS,2024,Janeiro,MT        ,MT        ,"150,0","0,2239",1,"150,0","0,2239","670,0",01/2024
SORRISO,RONDONÓPOLIS,2024,Março,MT        ,MT        ,"160,0","0,2388",1,"160,0","0,2388","670,0",03/2024
SORRISO,RUSSAS,2015,Setembro,MT        ,CE        ,"444,42","0,11",1,"444,42","0,11","4042,0",09/2015
SORRISO,RUSSAS,2016,Fevereiro,MT        ,CE        ,"424,5","0,105",1,"424,5","0,105","4042,0",02/2016
SORRISO,RUSSAS,2017,Julho,MT        ,CE        ,"432,46","0,107",1,"432,46","0,107","4042,0",07/2017
SORRISO,RUSSAS,2017,Maio,MT        ,CE        ,"485,51","0,1201",1,"485,51","0,1201","4042,0",05/2017
SORRISO,RUSSAS,2018,Dezembro,MT        ,CE        ,"561,67","0,139",1,"561,67","0,139","4042,0",12/2018
SORRISO,RUSSAS,2019,Dezembro,MT        ,CE        ,"402,44","0,0996",1,"402,44","0,0996","4042,0",12/2019
SORRISO,RUSSAS,2019,Setembro,MT        ,CE        ,"398,44","0,0986",1,"398,44","0,0986","4042,0",09/2019
SORRISO,RUSSAS,2020,Abril,MT        ,CE        ,"381,33","0,1301",1,"381,33","0,1301","2932,0",04/2020
SORRISO,RUSSAS,2020,Fevereiro,MT        ,CE        ,"417,05","0,1408",1,"417,05","0,1408","2962,0",02/2020
SORRISO,RUSSAS,2020,Outubro,MT        ,CE        ,"423,92","0,1377",1,"423,92","0,1377","3079,0",10/2020
SORRISO,RUSSAS,2021,Abril,MT        ,CE        ,"474,18","0,1601",1,"474,18","0,1601","2962,0",04/2021
SORRISO,RUSSAS,2021,Fevereiro,MT        ,CE        ,"437,49","0,1483",1,"437,49","0,1483","2950,0",02/2021
SORRISO,SANTA HELENA DE GOIÁS,2017,Março,MT        ,GO        ,"208,89","0,1741",1,"208,89","0,1741","1200,0",03/2017
SORRISO,SANTA MARIA DA VITÓRIA,2014,Julho,MT        ,BA        ,"243,6","0,1045",1,"243,6","0,1045","2330,0",07/2014
SORRISO,SANTA QUITÉRIA,2014,Novembro,MT        ,CE        ,"409,29","0,104",1,"409,29","0,104","3935,0",11/2014
SORRISO,SANTA ROSA,2014,Agosto,MT        ,RS        ,"261,0","0,1113",1,"261,0","0,1113","2345,0",08/2014
SORRISO,SANTA ROSA,2020,Dezembro,MT        ,RS        ,"282,76","0,1236",1,"282,76","0,1236","2287,0",12/2020
SORRISO,SANTARÉM,2015,Dezembro,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",12/2015
SORRISO,SANTARÉM,2015,Novembro,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",11/2015
SORRISO,SANTARÉM,2015,Outubro,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",10/2015
SORRISO,SANTARÉM,2016,Abril,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",04/2016
SORRISO,SANTARÉM,2016,Agosto,MT        ,PA        ,"225,0","0,163",1,"225,0","0,163","1380,0",08/2016
SORRISO,SANTARÉM,2016,Dezembro,MT        ,PA        ,"195,0","0,1413",1,"195,0","0,1413","1380,0",12/2016
SORRISO,SANTARÉM,2016,Fevereiro,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",02/2016
SORRISO,SANTARÉM,2016,Janeiro,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",01/2016
SORRISO,SANTARÉM,2016,Julho,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",07/2016
SORRISO,SANTARÉM,2016,Junho,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",06/2016
SORRISO,SANTARÉM,2016,Maio,MT        ,PA        ,"210,0","0,1522",1,"210,0","0,1522","1380,0",05/2016
SORRISO,SANTARÉM,2016,Março,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",03/2016
SORRISO,SANTARÉM,2016,Novembro,MT        ,PA        ,"195,0","0,1413",1,"195,0","0,1413","1380,0",11/2016
SORRISO,SANTARÉM,2016,Outubro,MT        ,PA        ,"195,0","0,1413",1,"195,0","0,1413","1380,0",10/2016
SORRISO,SANTARÉM,2016,Setembro,MT        ,PA        ,"200,0","0,1449",1,"200,0","0,1449","1380,0",09/2016
SORRISO,SANTARÉM,2017,Abril,MT        ,PA        ,"275,0","0,1993",1,"275,0","0,1993","1380,0",04/2017
SORRISO,SANTARÉM,2017,Agosto,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",08/2017
SORRISO,SANTARÉM,2017,Dezembro,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",12/2017
SORRISO,SANTARÉM,2017,Fevereiro,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",02/2017
SORRISO,SANTARÉM,2017,Janeiro,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",01/2017
SORRISO,SANTARÉM,2017,Julho,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",07/2017
SORRISO,SANTARÉM,2017,Junho,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",06/2017
SORRISO,SANTARÉM,2017,Maio,MT        ,PA        ,"260,0","0,19",1,"260,0","0,19","1380,0",05/2017
SORRISO,SANTARÉM,2017,Março,MT        ,PA        ,"275,0","0,1993",1,"275,0","0,1993","1380,0",03/2017
SORRISO,SANTARÉM,2017,Novembro,MT        ,PA        ,"265,0","0,192",1,"265,0","0,192","1380,0",11/2017
SORRISO,SANTARÉM,2017,Outubro,MT        ,PA        ,"270,0","0,1957",1,"270,0","0,1957","1380,0",10/2017
SORRISO,SANTARÉM,2017,Setembro,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",09/2017
SORRISO,SANTARÉM,2018,Abril,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",04/2018
SORRISO,SANTARÉM,2018,Agosto,MT        ,PA        ,"300,0","0,2174",1,"300,0","0,2174","1380,0",08/2018
SORRISO,SANTARÉM,2018,Dezembro,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",12/2018
SORRISO,SANTARÉM,2018,Fevereiro,MT        ,PA        ,"305,0","0,221",1,"305,0","0,221","1380,0",02/2018
SORRISO,SANTARÉM,2018,Janeiro,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",01/2018
SORRISO,SANTARÉM,2018,Julho,MT        ,PA        ,"310,0","0,2246",1,"310,0","0,2246","1380,0",07/2018
SORRISO,SANTARÉM,2018,Junho,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",06/2018
SORRISO,SANTARÉM,2018,Maio,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",05/2018
SORRISO,SANTARÉM,2018,Março,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",03/2018
SORRISO,SANTARÉM,2018,Novembro,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",11/2018
SORRISO,SANTARÉM,2018,Outubro,MT        ,PA        ,"270,0","0,1957",1,"270,0","0,1957","1380,0",10/2018
SORRISO,SANTARÉM,2018,Setembro,MT        ,PA        ,"300,0","0,2174",1,"300,0","0,2174","1380,0",09/2018
SORRISO,SANTARÉM,2019,Abril,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",04/2019
SORRISO,SANTARÉM,2019,Agosto,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",08/2019
SORRISO,SANTARÉM,2019,Dezembro,MT        ,PA        ,"215,0","0,1558",1,"215,0","0,1558","1380,0",12/2019
SORRISO,SANTARÉM,2019,Fevereiro,MT        ,PA        ,"275,0","0,1993",1,"275,0","0,1993","1380,0",02/2019
SORRISO,SANTARÉM,2019,Janeiro,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",01/2019
SORRISO,SANTARÉM,2019,Julho,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",07/2019
SORRISO,SANTARÉM,2019,Junho,MT        ,PA        ,"270,0","0,1957",1,"270,0","0,1957","1380,0",06/2019
SORRISO,SANTARÉM,2019,Maio,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",05/2019
SORRISO,SANTARÉM,2019,Março,MT        ,PA        ,"265,0","0,192",1,"265,0","0,192","1380,0",03/2019
SORRISO,SANTARÉM,2019,Novembro,MT        ,PA        ,"215,0","0,1558",1,"215,0","0,1558","1380,0",11/2019
SORRISO,SANTARÉM,2019,Outubro,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",10/2019
SORRISO,SANTARÉM,2019,Setembro,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",09/2019
SORRISO,SANTARÉM,2020,Abril,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",04/2020
SORRISO,SANTARÉM,2020,Agosto,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",08/2020
SORRISO,SANTARÉM,2020,Dezembro,MT        ,PA        ,"190,0","0,1377",1,"190,0","0,1377","1380,0",12/2020
SORRISO,SANTARÉM,2020,Fevereiro,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",02/2020
SORRISO,SANTARÉM,2020,Janeiro,MT        ,PA        ,"245,0","0,1775",1,"245,0","0,1775","1380,0",01/2020
SORRISO,SANTARÉM,2020,Julho,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",07/2020
SORRISO,SANTARÉM,2020,Junho,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",06/2020
SORRISO,SANTARÉM,2020,Maio,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",05/2020
SORRISO,SANTARÉM,2020,Março,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",03/2020
SORRISO,SANTARÉM,2020,Novembro,MT        ,PA        ,"200,0","0,1449",1,"200,0","0,1449","1380,0",11/2020
SORRISO,SANTARÉM,2020,Outubro,MT        ,PA        ,"220,0","0,1594",1,"220,0","0,1594","1380,0",10/2020
SORRISO,SANTARÉM,2020,Setembro,MT        ,PA        ,"230,0","0,1667",1,"230,0","0,1667","1380,0",09/2020
SORRISO,SANTARÉM,2021,Abril,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",04/2021
SORRISO,SANTARÉM,2021,Agosto,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",08/2021
SORRISO,SANTARÉM,2021,Dezembro,MT        ,PA        ,"270,0","0,1957",1,"270,0","0,1957","1380,0",12/2021
SORRISO,SANTARÉM,2021,Fevereiro,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",02/2021
SORRISO,SANTARÉM,2021,Janeiro,MT        ,PA        ,"220,0","0,1594",1,"220,0","0,1594","1380,0",01/2021
SORRISO,SANTARÉM,2021,Julho,MT        ,PA        ,"250,0","0,1812",1,"250,0","0,1812","1380,0",07/2021
SORRISO,SANTARÉM,2021,Junho,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",06/2021
SORRISO,SANTARÉM,2021,Maio,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",05/2021
SORRISO,SANTARÉM,2021,Março,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",03/2021
SORRISO,SANTARÉM,2021,Novembro,MT        ,PA        ,"260,0","0,1884",1,"260,0","0,1884","1380,0",11/2021
SORRISO,SANTARÉM,2021,Outubro,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",10/2021
SORRISO,SANTARÉM,2021,Setembro,MT        ,PA        ,"240,0","0,1739",1,"240,0","0,1739","1380,0",09/2021
SORRISO,SANTARÉM,2022,Abril,MT        ,PA        ,"310,0","0,2246",1,"310,0","0,2246","1380,0",04/2022
SORRISO,SANTARÉM,2022,Agosto,MT        ,PA        ,"340,0","0,2464",1,"340,0","0,2464","1380,0",08/2022
SORRISO,SANTARÉM,2022,Dezembro,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",12/2022
SORRISO,SANTARÉM,2022,Fevereiro,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",02/2022
SORRISO,SANTARÉM,2022,Janeiro,MT        ,PA        ,"310,0","0,2246",1,"310,0","0,2246","1380,0",01/2022
SORRISO,SANTARÉM,2022,Julho,MT        ,PA        ,"400,0","0,2899",1,"400,0","0,2899","1380,0",07/2022
SORRISO,SANTARÉM,2022,Junho,MT        ,PA        ,"400,0","0,2899",1,"400,0","0,2899","1380,0",06/2022
SORRISO,SANTARÉM,2022,Maio,MT        ,PA        ,"330,0","0,2391",1,"330,0","0,2391","1380,0",05/2022
SORRISO,SANTARÉM,2022,Março,MT        ,PA        ,"310,0","0,2246",1,"310,0","0,2246","1380,0",03/2022
SORRISO,SANTARÉM,2022,Novembro,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",11/2022
SORRISO,SANTARÉM,2022,Outubro,MT        ,PA        ,"290,0","0,2101",1,"290,0","0,2101","1380,0",10/2022
SORRISO,SANTARÉM,2022,Setembro,MT        ,PA        ,"310,0","0,2246",1,"310,0","0,2246","1380,0",09/2022
SORRISO,SANTARÉM,2023,Abril,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",04/2023
SORRISO,SANTARÉM,2023,Agosto,MT        ,PA        ,"350,0","0,2536",1,"350,0","0,2536","1380,0",08/2023
SORRISO,SANTARÉM,2023,Dezembro,MT        ,PA        ,"330,0","0,2391",1,"330,0","0,2391","1380,0",12/2023
SORRISO,SANTARÉM,2023,Fevereiro,MT        ,PA        ,"335,0","0,2428",1,"335,0","0,2428","1380,0",02/2023
SORRISO,SANTARÉM,2023,Janeiro,MT        ,PA        ,"335,0","0,2428",1,"335,0","0,2428","1380,0",01/2023
SORRISO,SANTARÉM,2023,Julho,MT        ,PA        ,"350,0","0,2536",1,"350,0","0,2536","1380,0",07/2023
SORRISO,SANTARÉM,2023,Junho,MT        ,PA        ,"340,0","0,2464",1,"340,0","0,2464","1380,0",06/2023
SORRISO,SANTARÉM,2023,Maio,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",05/2023
SORRISO,SANTARÉM,2023,Março,MT        ,PA        ,"330,0","0,2391",1,"330,0","0,2391","1380,0",03/2023
SORRISO,SANTARÉM,2023,Novembro,MT        ,PA        ,"330,0","0,2391",1,"330,0","0,2391","1380,0",11/2023
SORRISO,SANTARÉM,2023,Outubro,MT        ,PA        ,"360,0","0,2609",1,"360,0","0,2609","1380,0",10/2023
SORRISO,SANTARÉM,2023,Setembro,MT        ,PA        ,"370,0","0,2681",1,"370,0","0,2681","1380,0",09/2023
SORRISO,SANTARÉM,2024,Abril,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",04/2024
SORRISO,SANTARÉM,2024,Dezembro,MT        ,PA        ,"250,0","0,1818",1,"250,0","0,1818","1375,0",12/2024
SORRISO,SANTARÉM,2024,Fevereiro,MT        ,PA        ,"310,0","0,2246",1,"310,0","0,2246","1380,0",02/2024
SORRISO,SANTARÉM,2024,Janeiro,MT        ,PA        ,"310,0","0,2246",1,"310,0","0,2246","1380,0",01/2024
SORRISO,SANTARÉM,2024,Julho,MT        ,PA        ,"350,0","0,2536",1,"350,0","0,2536","1380,0",07/2024
SORRISO,SANTARÉM,2024,Junho,MT        ,PA        ,"370,0","0,2681",1,"370,0","0,2681","1380,0",06/2024
SORRISO,SANTARÉM,2024,Maio,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",05/2024
SORRISO,SANTARÉM,2024,Março,MT        ,PA        ,"320,0","0,2319",1,"320,0","0,2319","1380,0",03/2024
SORRISO,SANTARÉM,2024,Novembro,MT        ,PA        ,"280,0","0,2029",1,"280,0","0,2029","1380,0",11/2024
SORRISO,SANTARÉM,2024,Outubro,MT        ,PA        ,"300,0","0,2174",1,"300,0","0,2174","1380,0",10/2024
SORRISO,SANTARÉM,2024,Setembro,MT        ,PA        ,"330,0","0,2391",1,"330,0","0,2391","1380,0",09/2024
SORRISO,SANTOS,2015,Dezembro,MT        ,SP        ,"330,0","0,1443",1,"330,0","0,1443","2287,0",12/2015
SORRISO,SANTOS,2015,Novembro,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",11/2015
SORRISO,SANTOS,2015,Outubro,MT        ,SP        ,"310,0","0,1355",1,"310,0","0,1355","2287,0",10/2015
SORRISO,SANTOS,2016,Abril,MT        ,SP        ,"300,0","0,1312",1,"300,0","0,1312","2287,0",04/2016
SORRISO,SANTOS,2016,Agosto,MT        ,SP        ,"255,0","0,1115",1,"255,0","0,1115","2287,0",08/2016
SORRISO,SANTOS,2016,Dezembro,MT        ,SP        ,"220,0","0,0962",1,"220,0","0,0962","2287,0",12/2016
SORRISO,SANTOS,2016,Fevereiro,MT        ,SP        ,"330,0","0,1443",1,"330,0","0,1443","2287,0",02/2016
SORRISO,SANTOS,2016,Janeiro,MT        ,SP        ,"330,0","0,1443",1,"330,0","0,1443","2287,0",01/2016
SORRISO,SANTOS,2016,Julho,MT        ,SP        ,"280,0","0,1224",1,"280,0","0,1224","2287,0",07/2016
SORRISO,SANTOS,2016,Junho,MT        ,SP        ,"300,0","0,1312",1,"300,0","0,1312","2287,0",06/2016
SORRISO,SANTOS,2016,Maio,MT        ,SP        ,"280,0","0,1224",1,"280,0","0,1224","2287,0",05/2016
SORRISO,SANTOS,2016,Março,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",03/2016
SORRISO,SANTOS,2016,Novembro,MT        ,SP        ,"210,0","0,0918",1,"210,0","0,0918","2287,0",11/2016
SORRISO,SANTOS,2016,Outubro,MT        ,SP        ,"220,0","0,0962",1,"220,0","0,0962","2287,0",10/2016
SORRISO,SANTOS,2016,Setembro,MT        ,SP        ,"240,0","0,1049",1,"240,0","0,1049","2287,0",09/2016
SORRISO,SANTOS,2017,Abril,MT        ,SP        ,"560,0","0,2449",2,"280,0","0,12245","2287,0",04/2017
SORRISO,SANTOS,2017,Agosto,MT        ,SP        ,"310,0","0,1355",1,"310,0","0,1355","2287,0",08/2017
SORRISO,SANTOS,2017,Dezembro,MT        ,SP        ,"295,0","0,129",1,"295,0","0,129","2287,0",12/2017
SORRISO,SANTOS,2017,Fevereiro,MT        ,SP        ,"640,0","0,2798",2,"320,0","0,1399","2287,0",02/2017
SORRISO,SANTOS,2017,Janeiro,MT        ,SP        ,"260,0","0,1137",1,"260,0","0,1137","2287,0",01/2017
SORRISO,SANTOS,2017,Julho,MT        ,SP        ,"305,0","0,1334",1,"305,0","0,1334","2287,0",07/2017
SORRISO,SANTOS,2017,Junho,MT        ,SP        ,"305,0","0,1334",1,"305,0","0,1334","2287,0",06/2017
SORRISO,SANTOS,2017,Maio,MT        ,SP        ,"305,0","0,13",1,"305,0","0,13","2287,0",05/2017
SORRISO,SANTOS,2017,Março,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",03/2017
SORRISO,SANTOS,2017,Novembro,MT        ,SP        ,"295,0","0,129",1,"295,0","0,129","2287,0",11/2017
SORRISO,SANTOS,2017,Outubro,MT        ,SP        ,"295,0","0,129",1,"295,0","0,129","2287,0",10/2017
SORRISO,SANTOS,2017,Setembro,MT        ,SP        ,"305,0","0,1334",1,"305,0","0,1334","2287,0",09/2017
SORRISO,SANTOS,2018,Abril,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",04/2018
SORRISO,SANTOS,2018,Agosto,MT        ,SP        ,"340,0","0,1487",1,"340,0","0,1487","2287,0",08/2018
SORRISO,SANTOS,2018,Dezembro,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",12/2018
SORRISO,SANTOS,2018,Fevereiro,MT        ,SP        ,"340,0","0,1487",1,"340,0","0,1487","2287,0",02/2018
SORRISO,SANTOS,2018,Janeiro,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",01/2018
SORRISO,SANTOS,2018,Julho,MT        ,SP        ,"340,0","0,1487",1,"340,0","0,1487","2287,0",07/2018
SORRISO,SANTOS,2018,Junho,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",06/2018
SORRISO,SANTOS,2018,Maio,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",05/2018
SORRISO,SANTOS,2018,Março,MT        ,SP        ,"340,0","0,1487",1,"340,0","0,1487","2287,0",03/2018
SORRISO,SANTOS,2018,Novembro,MT        ,SP        ,"310,0","0,1355",1,"310,0","0,1355","2287,0",11/2018
SORRISO,SANTOS,2018,Outubro,MT        ,SP        ,"310,0","0,1355",1,"310,0","0,1355","2287,0",10/2018
SORRISO,SANTOS,2018,Setembro,MT        ,SP        ,"345,0","0,1509",1,"345,0","0,1509","2287,0",09/2018
SORRISO,SANTOS,2019,Abril,MT        ,SP        ,"280,0","0,1224",1,"280,0","0,1224","2287,0",04/2019
SORRISO,SANTOS,2019,Agosto,MT        ,SP        ,"300,0","0,1312",1,"300,0","0,1312","2287,0",08/2019
SORRISO,SANTOS,2019,Dezembro,MT        ,SP        ,"285,0","0,1246",1,"285,0","0,1246","2287,0",12/2019
SORRISO,SANTOS,2019,Fevereiro,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",02/2019
SORRISO,SANTOS,2019,Janeiro,MT        ,SP        ,"330,0","0,1443",1,"330,0","0,1443","2287,0",01/2019
SORRISO,SANTOS,2019,Julho,MT        ,SP        ,"330,0","0,1443",1,"330,0","0,1443","2287,0",07/2019
SORRISO,SANTOS,2019,Junho,MT        ,SP        ,"310,0","0,1355",1,"310,0","0,1355","2287,0",06/2019
SORRISO,SANTOS,2019,Maio,MT        ,SP        ,"280,0","0,1224",1,"280,0","0,1224","2287,0",05/2019
SORRISO,SANTOS,2019,Março,MT        ,SP        ,"300,0","0,1312",1,"300,0","0,1312","2287,0",03/2019
SORRISO,SANTOS,2019,Novembro,MT        ,SP        ,"280,0","0,1224",1,"280,0","0,1224","2287,0",11/2019
SORRISO,SANTOS,2019,Outubro,MT        ,SP        ,"285,0","0,1246",1,"285,0","0,1246","2287,0",10/2019
SORRISO,SANTOS,2019,Setembro,MT        ,SP        ,"290,0","0,1268",1,"290,0","0,1268","2287,0",09/2019
SORRISO,SANTOS,2020,Abril,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",04/2020
SORRISO,SANTOS,2020,Agosto,MT        ,SP        ,"310,0","0,1355",1,"310,0","0,1355","2287,0",08/2020
SORRISO,SANTOS,2020,Dezembro,MT        ,SP        ,"270,0","0,1181",1,"270,0","0,1181","2287,0",12/2020
SORRISO,SANTOS,2020,Fevereiro,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",02/2020
SORRISO,SANTOS,2020,Janeiro,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",01/2020
SORRISO,SANTOS,2020,Julho,MT        ,SP        ,"340,0","0,1487",1,"340,0","0,1487","2287,0",07/2020
SORRISO,SANTOS,2020,Junho,MT        ,SP        ,"330,0","0,1443",1,"330,0","0,1443","2287,0",06/2020
SORRISO,SANTOS,2020,Maio,MT        ,SP        ,"315,0","0,1377",1,"315,0","0,1377","2287,0",05/2020
SORRISO,SANTOS,2020,Março,MT        ,SP        ,"320,0","0,1399",1,"320,0","0,1399","2287,0",03/2020
SORRISO,SANTOS,2020,Novembro,MT        ,SP        ,"280,0","0,1224",1,"280,0","0,1224","2287,0",11/2020
SORRISO,SANTOS,2020,Outubro,MT        ,SP        ,"280,0","0,1224",1,"280,0","0,1224","2287,0",10/2020
SORRISO,SANTOS,2020,Setembro,MT        ,SP        ,"300,0","0,1312",1,"300,0","0,1312","2287,0",09/2020
SORRISO,SANTOS,2021,Abril,MT        ,SP        ,"350,0","0,153",1,"350,0","0,153","2287,0",04/2021
SORRISO,SANTOS,2021,Agosto,MT        ,SP        ,"330,0","0,1355",1,"330,0","0,1355","2287,0",08/2021
SORRISO,SANTOS,2021,Dezembro,MT        ,SP        ,"385,0","0,153",1,"385,0","0,153","2287,0",12/2021
SORRISO,SANTOS,2021,Fevereiro,MT        ,SP        ,"350,0","0,153",1,"350,0","0,153","2287,0",02/2021
