municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada
SÃO GABRIEL DO OESTE-MS                           ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Outubro,694,"131,0","0,1888",10/2024
SÃO GABRIEL DO OESTE-MS                           ,MS        ,SANTOS-SP                                         ,SP        ,2024,Novembro,1182,"230,0","0,1946",11/2024
SÃO GABRIEL DO OESTE-MS                           ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Novembro,694,"118,0","0,17",11/2024
SÃO GABRIEL DO OESTE-MS                           ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Novembro,1229,"210,0","0,1709",11/2024
SÃO GABRIEL DO OESTE-MS                           ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Dezembro,1229,"206,0","0,1674",12/2024
SÃO GABRIEL DO OESTE-MS                           ,MS        ,SANTOS-SP                                         ,SP        ,2024,Dezembro,1182,"218,0","0,1844",12/2024
SÃO GABRIEL DO OESTE-MS                           ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Dezembro,694,"115,0","0,1657",12/2024
SÃO JOSÉ DO CEDRO-SC                              ,SC        ,MARAU-RS                                          ,RS        ,2023,Julho,348,"103,63","0,2978",07/2023
SÃO JOSÉ DO CEDRO-SC                              ,SC        ,CRUZEIRO DO SUL-RS                                ,RS        ,2024,Agosto,487,"172,87","0,355",08/2024
SÃO JOSÉ DO CEDRO-SC                              ,SC        ,CAMARGO-RS                                        ,RS        ,2024,Agosto,366,"129,93","0,355",08/2024
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2014,Junho,1569,"198,23","0,1263",06/2014
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2014,Junho,501,"64,36","0,1285",06/2014
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2014,Junho,1053,"130,91","0,1243",06/2014
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2014,Julho,2042,"325,03","0,1592",07/2014
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2014,Julho,1053,"477,5","0,4535",07/2014
SAPEZAL-MT                                        ,MT        ,SOUSA-PB                                          ,PB        ,2014,Novembro,3796,"385,79","0,1016",11/2014
SAPEZAL-MT                                        ,MT        ,PAULISTANA-PI                                     ,PI        ,2014,Novembro,3500,"401,51","0,1147",11/2014
SAPEZAL-MT                                        ,MT        ,CHORROCHÓ-BA                                      ,BA        ,2014,Novembro,3479,"468,78","0,1347",11/2014
SAPEZAL-MT                                        ,MT        ,CRATEÚS-CE                                        ,CE        ,2014,Novembro,3760,"408,93","0,1088",11/2014
SAPEZAL-MT                                        ,MT        ,ICÓ-CE                                            ,CE        ,2014,Novembro,3800,"413,47","0,1088",11/2014
SAPEZAL-MT                                        ,MT        ,LUZILÂNDIA-PI                                     ,PI        ,2014,Novembro,3750,"352,73","0,0941",11/2014
SAPEZAL-MT                                        ,MT        ,IGUATU-CE                                         ,CE        ,2014,Novembro,3850,"470,63","0,1222",11/2014
SAPEZAL-MT                                        ,MT        ,ESPERANTINA-PI                                    ,PI        ,2014,Novembro,3798,"356,99","0,094",11/2014
SAPEZAL-MT                                        ,MT        ,JAGUARIBE-CE                                      ,CE        ,2014,Novembro,3884,"474,62","0,1222",11/2014
SAPEZAL-MT                                        ,MT        ,LAVRAS DA MANGABEIRA-CE                           ,CE        ,2014,Novembro,3772,"461,11","0,1222",11/2014
SAPEZAL-MT                                        ,MT        ,MARCO-CE                                          ,CE        ,2014,Novembro,3998,"383,8","0,096",11/2014
SAPEZAL-MT                                        ,MT        ,CAMPO MAIOR-PI                                    ,PI        ,2014,Novembro,3594,"337,96","0,094",11/2014
SAPEZAL-MT                                        ,MT        ,ITAPORANGA-PB                                     ,PB        ,2014,Novembro,3794,"350,95","0,0925",11/2014
SAPEZAL-MT                                        ,MT        ,MONTEIRO-PB                                       ,PB        ,2014,Novembro,3843,"390,52","0,1016",11/2014
SAPEZAL-MT                                        ,MT        ,SERTÂNIA-PE                                       ,PE        ,2014,Novembro,3815,"394,74","0,1035",11/2014
SAPEZAL-MT                                        ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2014,Dezembro,3570,"356,67","0,0999",12/2014
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2014,Dezembro,1053,"113,0","0,1073",12/2014
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2014,Dezembro,1569,"189,75","0,1209",12/2014
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2014,Dezembro,501,"60,9","0,1216",12/2014
SAPEZAL-MT                                        ,MT        ,JOÃO PESSOA-PB                                    ,PB        ,2015,Setembro,4062,"513,18","0,1263",09/2015
SAPEZAL-MT                                        ,MT        ,RIBEIRA DO POMBAL-BA                              ,BA        ,2015,Setembro,3373,"428,96","0,1272",09/2015
SAPEZAL-MT                                        ,MT        ,FLORIANO-PI                                       ,PI        ,2015,Setembro,3210,"412,8","0,1286",09/2015
SAPEZAL-MT                                        ,MT        ,PATOS-PB                                          ,PB        ,2015,Setembro,3882,"513,18","0,1322",09/2015
SAPEZAL-MT                                        ,MT        ,SÃO LUÍS DE MONTES BELOS-GO                       ,GO        ,2015,Setembro,1413,"181,14","0,1282",09/2015
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2015,Dezembro,501,"84,8","0,1693",12/2015
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2016,Fevereiro,1053,"177,16","0,1682",02/2016
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2016,Fevereiro,2876,"549,2","0,191",02/2016
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2016,Março,2042,"359,03","0,1758",03/2016
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2016,Maio,1569,"256,02","0,1632",05/2016
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2016,Setembro,1053,"114,5","0,1087",09/2016
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2016,Setembro,2042,"368,5","0,1805",09/2016
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2016,Setembro,2876,"602,5","0,2095",09/2016
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2017,Janeiro,1569,"225,0","0,1434",01/2017
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2017,Março,2042,"498,8","0,2443",03/2017
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2017,Março,501,"131,1","0,2617",03/2017
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2017,Março,1053,"131,12","0,1245",03/2017
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2017,Março,2876,"505,0","0,1756",03/2017
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2017,Maio,1053,"135,7","0,1289",05/2017
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2017,Maio,501,"135,7","0,2709",05/2017
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2017,Maio,1559,"239,98","0,1539",05/2017
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2017,Julho,1053,"437,87","0,4158",07/2017
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2017,Outubro,1053,"423,45","0,4021",10/2017
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2017,Outubro,1569,"280,0","0,1785",10/2017
SAPEZAL-MT                                        ,MT        ,RUSSAS-CE                                         ,CE        ,2018,Janeiro,4020,"478,23","0,119",01/2018
SAPEZAL-MT                                        ,MT        ,AÇU-RN                                            ,RN        ,2018,Janeiro,4030,"459,43","0,114",01/2018
SAPEZAL-MT                                        ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2018,Janeiro,4042,"457,5","0,1132",01/2018
SAPEZAL-MT                                        ,MT        ,MOSSORÓ-RN                                        ,RN        ,2018,Janeiro,4015,"457,68","0,114",01/2018
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2018,Janeiro,1569,"247,67","0,1579",01/2018
SAPEZAL-MT                                        ,MT        ,NATAL-RN                                          ,RN        ,2018,Janeiro,4248,"469,85","0,1106",01/2018
SAPEZAL-MT                                        ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2018,Janeiro,4207,"465,41","0,1106",01/2018
SAPEZAL-MT                                        ,MT        ,SENADOR POMPEU-CE                                 ,CE        ,2018,Janeiro,3910,"465,22","0,119",01/2018
SAPEZAL-MT                                        ,MT        ,UMARIZAL-RN                                       ,RN        ,2018,Janeiro,4052,"461,98","0,114",01/2018
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2018,Fevereiro,1569,"274,75","0,1751",02/2018
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2018,Março,1053,"699,21","0,664",03/2018
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2018,Março,1053,"514,41","0,4885",03/2018
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2018,Junho,1042,"173,75","0,1667",06/2018
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2018,Junho,2042,"388,21","0,1901",06/2018
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2018,Junho,1569,"256,62","0,1636",06/2018
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2018,Junho,2876,"559,34","0,1945",06/2018
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2018,Dezembro,1569,"258,32","0,1646",12/2018
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2018,Dezembro,2042,"310,39","0,152",12/2018
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2018,Dezembro,2876,"513,07","0,1784",12/2018
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2018,Dezembro,501,"100,0","0,1996",12/2018
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2019,Fevereiro,2042,"301,54","0,1477",02/2019
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2019,Fevereiro,2876,"456,17","0,1586",02/2019
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2019,Março,1053,"460,0","0,4368",03/2019
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2019,Março,1053,"136,75","0,1299",03/2019
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2019,Setembro,501,"81,39","0,1624",09/2019
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2019,Setembro,1053,"404,0","0,3837",09/2019
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2019,Setembro,1053,"286,25","0,2718",09/2019
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2019,Setembro,1053,"154,03","0,1463",09/2019
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2019,Setembro,1569,"231,72","0,1477",09/2019
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2019,Dezembro,1569,"208,29","0,1328",12/2019
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2020,Fevereiro,3080,"785,18","0,2549",02/2020
SAPEZAL-MT                                        ,MT        ,CACOAL-RO                                         ,RO        ,2020,Março,472,"86,96","0,1842",03/2020
SAPEZAL-MT                                        ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Março,951,"129,62","0,1363",03/2020
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2020,Março,1459,"204,71","0,1403",03/2020
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2020,Outubro,2968,"350,0","0,1179",10/2020
SAPEZAL-MT                                        ,MT        ,CAMPO MAIOR-PI                                    ,PI        ,2020,Novembro,2226,"338,48","0,1521",11/2020
SAPEZAL-MT                                        ,MT        ,ARCOVERDE-PE                                      ,PE        ,2020,Novembro,2927,"379,04","0,1295",11/2020
SAPEZAL-MT                                        ,MT        ,JOÃO PESSOA-PB                                    ,PB        ,2020,Novembro,3806,"398,55","0,1047",11/2020
SAPEZAL-MT                                        ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2020,Novembro,3688,"398,58","0,1081",11/2020
SAPEZAL-MT                                        ,MT        ,MACEIÓ-AL                                         ,AL        ,2020,Novembro,3465,"409,0","0,118",11/2020
SAPEZAL-MT                                        ,MT        ,TERESINA-PI                                       ,PI        ,2020,Novembro,2182,"331,83","0,1521",11/2020
SAPEZAL-MT                                        ,MT        ,PARNAÍBA-PI                                       ,PI        ,2020,Novembro,2480,"368,71","0,1487",11/2020
SAPEZAL-MT                                        ,MT        ,RECIFE-PE                                         ,PE        ,2020,Novembro,3689,"420,29","0,1139",11/2020
SAPEZAL-MT                                        ,MT        ,SANTA ROSA-RS                                     ,RS        ,2020,Dezembro,2399,"299,59","0,1249",12/2020
SAPEZAL-MT                                        ,MT        ,RECIFE-PE                                         ,PE        ,2021,Março,3688,"461,66","0,1252",03/2021
SAPEZAL-MT                                        ,MT        ,CAICÓ-RN                                          ,RN        ,2021,Março,3717,"511,63","0,1376",03/2021
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2021,Março,950,"518,5","0,5458",03/2021
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2021,Março,950,"383,33","0,4035",03/2021
SAPEZAL-MT                                        ,MT        ,AÇU-RN                                            ,RN        ,2021,Março,3803,"490,98","0,1291",03/2021
SAPEZAL-MT                                        ,MT        ,NATAL-RN                                          ,RN        ,2021,Março,3975,"470,19","0,1183",03/2021
SAPEZAL-MT                                        ,MT        ,JOÃO PESSOA-PB                                    ,PB        ,2021,Março,3806,"444,67","0,1168",03/2021
SAPEZAL-MT                                        ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2021,Março,3688,"460,0","0,1247",03/2021
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2021,Março,1458,"223,32","0,1532",03/2021
SAPEZAL-MT                                        ,MT        ,MACEIÓ-AL                                         ,AL        ,2021,Março,3464,"459,5","0,1327",03/2021
SAPEZAL-MT                                        ,MT        ,MOSSORÓ-RN                                        ,RN        ,2021,Março,3779,"490,77","0,1299",03/2021
SAPEZAL-MT                                        ,MT        ,PATOS-PB                                          ,PB        ,2021,Março,3663,"453,32","0,1238",03/2021
SAPEZAL-MT                                        ,MT        ,UMARIZAL-RN                                       ,RN        ,2021,Março,3693,"490,77","0,1329",03/2021
SAPEZAL-MT                                        ,MT        ,ARCOVERDE-PE                                      ,PE        ,2021,Março,3481,"458,34","0,1317",03/2021
SAPEZAL-MT                                        ,MT        ,CURRAIS NOVOS-RN                                  ,RN        ,2021,Março,3805,"486,29","0,1278",03/2021
SAPEZAL-MT                                        ,MT        ,SOBRAL-CE                                         ,CE        ,2021,Maio,3417,"467,08","0,1367",05/2021
SAPEZAL-MT                                        ,MT        ,PARNAÍBA-PI                                       ,PI        ,2021,Maio,3392,"484,14","0,1427",05/2021
SAPEZAL-MT                                        ,MT        ,JUAZEIRO DO NORTE-CE                              ,CE        ,2021,Maio,3292,"478,84","0,1455",05/2021
SAPEZAL-MT                                        ,MT        ,SENADOR POMPEU-CE                                 ,CE        ,2021,Maio,3400,"441,0","0,1297",05/2021
SAPEZAL-MT                                        ,MT        ,IGUATU-CE                                         ,CE        ,2021,Maio,3344,"459,29","0,1373",05/2021
SAPEZAL-MT                                        ,MT        ,ICÓ-CE                                            ,CE        ,2021,Maio,3467,"440,89","0,1272",05/2021
SAPEZAL-MT                                        ,MT        ,NATAL-RN                                          ,RN        ,2021,Agosto,3971,"435,67","0,1097",08/2021
SAPEZAL-MT                                        ,MT        ,AÇU-RN                                            ,RN        ,2021,Agosto,3645,"434,13","0,1191",08/2021
SAPEZAL-MT                                        ,MT        ,CAICÓ-RN                                          ,RN        ,2021,Agosto,3553,"427,38","0,1203",08/2021
SAPEZAL-MT                                        ,MT        ,PALMEIRA DOS ÍNDIOS-AL                            ,AL        ,2021,Agosto,3444,"396,33","0,1151",08/2021
SIDROLÂNDIA-MS                                    ,MS        ,MOSSORÓ-RN                                        ,RN        ,2014,Janeiro,3705,"343,75","0,0928",01/2014
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Agosto,1131,"142,5","0,126",08/2021
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Agosto,1600,"205,0","0,1281",08/2021
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Agosto,1111,"160,0","0,144",08/2021
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Agosto,556,"92,67","0,1667",08/2021
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Setembro,1131,"141,5","0,1251",09/2021
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Setembro,1600,"197,5","0,1234",09/2021
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Setembro,1111,"160,0","0,144",09/2021
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Setembro,556,"88,0","0,1583",09/2021
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Outubro,556,"92,83","0,167",10/2021
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Outubro,1600,"195,0","0,1219",10/2021
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Outubro,1131,"135,85","0,1201",10/2021
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Outubro,1111,"145,0","0,1305",10/2021
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Dezembro,1600,"211,67","0,1323",12/2021
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Dezembro,556,"101,5","0,1826",12/2021
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Dezembro,1131,"164,75","0,1457",12/2021
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Dezembro,1111,"155,0","0,1395",12/2021
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Janeiro,1111,"180,0","0,162",01/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Janeiro,556,"95,0","0,1709",01/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Janeiro,1600,"250,0","0,1563",01/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Janeiro,1131,"169,25","0,1496",01/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Fevereiro,1600,"280,85","0,1755",02/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Fevereiro,556,"125,68","0,226",02/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Fevereiro,1111,"221,24","0,1991",02/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Fevereiro,1131,"193,76","0,1713",02/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Março,1111,"260,0","0,234",03/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Março,556,"125,0","0,2248",03/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Março,1131,"197,0","0,1742",03/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Março,1600,"270,13","0,1688",03/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Abril,1111,"217,0","0,1953",04/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Abril,556,"123,67","0,2224",04/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Abril,1600,"266,0","0,1663",04/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Abril,1131,"186,84","0,1652",04/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Maio,1111,"202,83","0,1826",05/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Maio,556,"103,0","0,1853",05/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Maio,1131,"205,0","0,1813",05/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Maio,1600,"268,0","0,1675",05/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Junho,1131,"227,75","0,2014",06/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Junho,1600,"292,0","0,1825",06/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Junho,556,"142,5","0,2563",06/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Junho,1111,"258,5","0,2327",06/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Julho,1111,"334,11","0,3007",07/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Julho,1600,"330,0","0,2063",07/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Julho,1131,"270,46","0,2391",07/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Julho,556,"163,22","0,2936",07/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Agosto,556,"158,3","0,2847",08/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Agosto,1600,"278,72","0,1742",08/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Agosto,1111,"315,75","0,2842",08/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Agosto,1131,"289,5","0,256",08/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Setembro,1600,"274,21","0,1714",09/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Setembro,556,"129,2","0,2324",09/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Setembro,1131,"271,75","0,2403",09/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Setembro,1111,"288,48","0,2597",09/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Outubro,1111,"235,0","0,2115",10/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Outubro,1131,"206,0","0,1821",10/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Outubro,556,"126,75","0,228",10/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Outubro,1600,"235,0","0,1469",10/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Novembro,1600,"235,0","0,1469",11/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Novembro,1111,"230,0","0,207",11/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Novembro,556,"135,0","0,2428",11/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Novembro,1131,"204,6","0,1809",11/2022
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Dezembro,556,"137,0","0,2464",12/2022
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Dezembro,1600,"240,0","0,15",12/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Dezembro,1131,"197,5","0,1746",12/2022
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Dezembro,1111,"265,0","0,2385",12/2022
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Janeiro,1131,"250,0","0,221",01/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Janeiro,556,"134,0","0,241",01/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Janeiro,1600,"300,0","0,1875",01/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Janeiro,1111,"264,0","0,2376",01/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Fevereiro,1111,"290,5","0,2615",02/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Fevereiro,1131,"250,0","0,221",02/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Fevereiro,556,"160,0","0,2878",02/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Fevereiro,1600,"352,5","0,2203",02/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Março,556,"160,0","0,2878",03/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Março,1131,"274,78","0,243",03/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Março,1111,"315,0","0,2835",03/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Março,1600,"367,5","0,2297",03/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Abril,1131,"250,33","0,2213",04/2023
